word,phonemic_transcription,vowel_syllable_count
fernanda,F ER N AE N D AH,3
harassment,HH ER AE S M AH N T,3
heryana,HH ER Y AE N AH,3
kernaghan,K ER N AE G AH N,3
koranda,K ER AE N D AH,3
maranda,M ER AE N D AH,3
miranda,M ER AE N D AH,3
miranda's,M ER AE N D AH Z,3
nervana,N ER V AE N AH,3
parada,P ER AE D AH,3
paramus,P ER AE M AH S,3
quaranta,K W ER AE N T AH,3
surfactant,S ER F AE K T AH N T,3
turandot,T ER AE N D AH T,3
urbana,ER B AE N AH,3
veranda,V ER AE N D AH,3
verandas,V ER AE N D AH Z,3
vercammen,V ER K AE M AH N,3
counterbalance,K AW N T ER B AE L AH N S,4
counterbalance(1),K AW N ER B AE L AH N S,4
counterbalanced,K AW N T ER B AE L AH N S T,4
counterbalanced(1),K AW N ER B AE L AH N S T,4
counterchallenge,K AW N T ER CH AE L AH N JH,4
counterchallenge(1),K AW N ER CH AE L AH N JH,4
apparatus,AE P ER AE T AH S,4
panorama,P AE N ER AE M AH,4
tabernacle,T AE B ER N AE K AH L,4
vanderzanden,V AE N D ER Z AE N D AH N,4
memoranda,M EH M ER AE N D AH,4
memorandum,M EH M ER AE N D AH M,4
memorandums,M EH M ER AE N D AH M Z,4
nederlanden,N EH D ER L AE N D AH N,4
immeasurable,IH M EH ZH ER AE B AH L,5
mpg(1),M AY L Z P ER G AE L AH N,4
interacted,IH N T ER AE K T AH D,4
interacted(1),IH N ER AE K T AH D,4
interaction,IH N T ER AE K SH AH N,4
interaction(1),IH N ER AE K SH AH N,4
interactions,IH N T ER AE K SH AH N Z,4
interactions(1),IH N ER AE K SH AH N Z,4
foodarama,F UW D ER AE M AH,4
champaign-urbana,CH AE M P EY N ER B AE N AH,5
breadbasket,B R EH D B AE S K AH T,3
edana,EH D AE N AH,3
embankment,EH M B AE NG K M AH N T,3
embankments,EH M B AE NG K M AH N T S,3
embattle,EH M B AE T AH L,3
embattled,EH M B AE T AH L D,3
enacted,EH N AE K T AH D,3
enactment,EH N AE K T M AH N T,3
enactment(1),EH N AE K M AH N T,3
enactments,EH N AE K T M AH N T S,3
enactments(1),EH N AE K M AH N T S,3
enactments(2),EH N AE K M AH N S,3
enchantment,EH N CH AE N T M AH N T,3
enhancement,EH N HH AE N S M AH N T,3
enhancements,EH N HH AE N S M AH N T S,3
entangle,EH N T AE NG G AH L,3
entangled,EH N T AE NG G AH L D,3
espana,EH S P AE N Y AH,3
extraction,EH K S T R AE K SH AH N,3
extractions,EH K S T R AE K SH AH N Z,3
l'expansion,L EH K S P AE N SH AH N,3
messana,M EH S AE N AH,3
metallatz,M EH T AE L AH T S,3
pengassan,P EH NG G AE S AH N,3
pentathlon,P EH N T AE TH L AH N,3
pestana,P EH S T AE N AH,3
rectangle,R EH K T AE NG G AH L,3
rectangles,R EH K T AE NG G AH L Z,3
red-handed,R EH D HH AE N D AH D,3
retana,R EH T AE N AH,3
sense-data(1),S EH N S D AE T AH,3
sense-datas(1),S EH N S D AE T AH Z,3
sense-datum,S EH N S D AE T AH M,3
steadfastness,S T EH D F AE S T N AH S,3
westhampton,W EH S T HH AE M P T AH N,3
reexamine,R IY EH G Z AE M AH N,4
alessandra's,AE L EH S AE N D R AH Z,4
alexandra,AE L EH G Z AE N D R AH,4
susquehanna,S UW S K W EH HH AE N AH,4
susquehanna's,S UW S K W EH HH AE N AH Z,4
lorenzana,L AO R EH N Z AE N AH,4
fontana,F AO N T AE N AH,3
hotlanta,HH AO T L AE N T AH,3
montanans(1),M AO N T AE N AH N Z,3
nostalgia,N AO S T AE L JH AH,3
wabash's,W AO B AE SH AH Z,3
telaction,T EH L AE K SH AH N,3
castellana,K AA S T EH L AE N AH,4
orellana,AO R EH L AE N AH,4
bedraggle,B IH D R AE G AH L,3
bedraggled,B IH D R AE G AH L D,3
besancon,B IH S AE N K AH N,3
brittania(1),B R IH T AE N Y AH,3
demanded,D IH M AE N D AH D,3
detachment,D IH T AE CH M AH N T,3
dicamba,D IH K AE M B AH,3
diffraction,D IH F R AE K SH AH N,3
disastrous,D IH Z AE S T R AH S,3
dismantle,D IH S M AE N T AH L,3
dismantle(1),D IH S M AE N AH L,3
dismantled,D IH S M AE N T AH L D,3
dismantled(1),D IH S M AE N AH L D,3
dismantles,D IH S M AE N T AH L Z,3
distracted,D IH S T R AE K T AH D,3
distraction,D IH S T R AE K SH AH N,3
distractions,D IH S T R AE K SH AH N Z,3
elaborate,IH L AE B R AH T,3
empanel,IH M P AE N AH L,3
empaneled,IH M P AE N AH L D,3
enamel,IH N AE M AH L,3
enameled,IH N AE M AH L D,3
enamels,IH N AE M AH L Z,3
entrapment,IH N T R AE P M AH N T,3
erasmus,IH R AE Z M AH S,3
erastus,IH R AE S T AH S,3
escandon,IH S K AE N D AH N,3
exaction,IH G Z AE K SH AH N,3
exactions,IH G Z AE K SH AH N Z,3
examined,IH G Z AE M AH N D,3
examines,IH G Z AE M AH N Z,3
example,IH G Z AE M P AH L,3
examples,IH G Z AE M P AH L Z,3
expanded,IH K S P AE N D AH D,3
expansion,IH K S P AE N SH AH N,3
expansion(1),IH K S P AE N CH AH N,3
expansion's,IH K S P AE N SH AH N Z,3
expansion's(1),IH K S P AE N CH AH N Z,3
expansions,IH K S P AE N SH AH N Z,3
expansions(1),IH K S P AE N CH AH N Z,3
financement,F IH N AE N S M AH N T,3
financial(1),F IH N AE N SH AH L,3
financial's(1),F IH N AE N SH AH L Z,3
financials(1),F IH N AE N SH AH L Z,3
finanza,F IH N AE N Z AH,3
fincannon(1),F IH N K AE N AH N,3
hit-and-run,HH IH T AE N R AH N,3
ilalis,IH L AE L AH S,3
ilalis',IH L AE L AH S,3
imagine,IH M AE JH AH N,3
imagined,IH M AE JH AH N D,3
imagines,IH M AE JH AH N Z,3
imbalance,IH M B AE L AH N S,3
impanel,IH M P AE N AH L,3
impaneled,IH M P AE N AH L D,3
impassion,IH M P AE SH AH N,3
impassioned,IH M P AE SH AH N D,3
inaction,IH N AE K SH AH N,3
inasmuch,IH N AE S M AH K,3
infraction,IH N F R AE K SH AH N,3
infractions,IH N F R AE K SH AH N Z,3
inhabit,IH N HH AE B AH T,3
inkatha,IH NG K AE TH AH,3
inkatha's,IH NG K AE TH AH Z,3
invalid(2),IH N V AE L AH D,3
italia(1),IH T AE L Y AH,3
italian,IH T AE L Y AH N,3
italians,IH T AE L Y AH N Z,3
kincannon,K IH N K AE N AH N,3
kinshasa(1),K IH N SH AE S AH,3
levana,L IH V AE N AH,3
melancon,M IH L AE N K AH N,3
melantha,M IH L AE N DH AH,3
miracid,M IH R AE S AH D,3
miracid's,M IH R AE S AH D Z,3
mishandle,M IH S HH AE N D AH L,3
mishandled,M IH S HH AE N D AH L D,3
mishandles,M IH S HH AE N D AH L Z,3
misshapen(1),M IH S HH AE P AH N,3
philana,F IH L AE N AH,3
philantha,F IH L AE N TH AH,3
piranha,P IH R AE N HH AH,3
rexana,R IH G Z AE N AH,3
schemata,S K IH M AE T AH,3
shibanna,SH IH B AE N AH,3
sinagra,S IH N AE G R AH,3
stevana,S T IH V AE N AH,3
stillwagon,S T IH L W AE G AH N,3
sylvana,S IH L V AE N AH,3
vitanza,V IH T AE N Z AH,3
whiplashes,W IH P L AE SH AH Z,3
whiplashes(1),HH W IH P L AE SH AH Z,3
willadsen,W IH L AE D S AH N,3
reenactment,R IY IH N AE K T M AH N T,4
reenactments,R IY IH N AE K T M AH N T S,4
reexamined,R IY IH G Z AE M AH N D,4
tropicana,T R AA P IH K AE N AH,4
tropicana's,T R AA P IH K AE N AH Z,4
unimagined,AH N IH M AE JH AH N D,4
overexpansion,OW V ER IH K S P AE N SH AH N,5
alexandra(1),AE L IH G Z AE N D R AH,4
alexandrov,AE L IH K S AE N D R AH V,4
alexandrov(1),AE L IH G Z AE N D R AH V,4
pachysandra,P AE CH IH S AE N D R AH,4
satisfaction(1),S AE T IH S F AE K SH AH N,4
dissatisfaction,D IH S AE T IH S F AE K SH AH N,5
aeritalia,EH R IH T AE L Y AH,4
mexicana,M EH K S IH K AE N AH,4
americana,AH M EH R IH K AE N AH,5
americana's,AH M EH R IH K AE N AH Z,5
americanas,AH M EH R IH K AE N AH Z,5
ameridata,AH M EH R IH D AE T AH,5
disenchantment,D IH S IH N CH AE N T M AH N T,4
dominicana(1),D OW M IH N IH K AE N AH,5
buchanan,B Y UW K AE N AH N,3
buchanan's,B Y UW K AE N AH N Z,3
buchanans,B Y UW K AE N AH N Z,3
buchannan,B Y UW K AE N AH N,3
buchanon,B Y UW K AE N AH N,3
cunanan,K Y UW N AE N AH N,3
cunanan's,K Y UW N AE N AH N Z,3
duana,D UW AE N AH,3
duhamel,D UW HH AE M AH L,3
dulciana,D UW L CH AE N AH,3
humana,HH Y UW M AE N AH,3
humana's,HH Y UW M AE N AH Z,3
louanna(1),L UW AE N AH,3
luallen,L UW AE L AH N,3
luana,L UW AE N AH,3
newcastle,N UW K AE S AH L,3
newcastle's,N UW K AE S AH L Z,3
newfangle,N UW F AE NG G AH L,3
newfangled,N UW F AE NG G AH L D,3
newsflashes,N UW S F L AE SH AH Z,3
rusalka,R UW S AE L K AH,3
susanna,S UW Z AE N AH,3
susannah,S UW S AE N AH,3
suzanna,S UW Z AE N AH,3
uganda's,Y UW G AE N D AH Z,3
dqalpha,D IY K Y UW AE L F AH,4
caruana,K AA R UW AE N AH,4
marulanda,M AE R UW L AE N D AH,4
berdan,B ER D AH N,2
bergan,B ER G AH N,2
bergeman,B ER G M AH N,2
bergemann,B ER G M AH N,2
bergen,B ER G AH N,2
berglund,B ER G L AH N D,2
bergman,B ER G M AH N,2
bergmann,B ER G M AH N,2
bergsten,B ER G S AH N,2
bergum,B ER G AH M,2
berka,B ER K AH,2
berkel,B ER K AH L,2
berken,B ER K AH N,2
berkland,B ER K L AH N D,2
berkman,B ER K M AH N,2
berkson,B ER K S AH N,2
berland,B ER L AH N D,2
berman,B ER M AH N,2
berman's,B ER M AH N Z,2
bermans,B ER M AH N Z,2
bermel,B ER M AH L,2
bernabe,B ER N AH B,2
bernal,B ER N AH L,2
bernas,B ER N AH Z,2
bernat,B ER N AH T,2
bernath,B ER N AH TH,2
bernsen,B ER N S AH N,2
bernson,B ER N S AH N,2
berntsen,B ER N T S AH N,2
berntson,B ER N T S AH N,2
berson,B ER S AH N,2
berta,B ER T AH,2
bertels,B ER T AH L Z,2
bertha,B ER TH AH,2
berton,B ER T AH N,2
bertrade,B ER T R AH D,2
bertram,B ER T R AH M,2
bertran,B ER T R AH N,2
bertrand,B ER T R AH N D,2
birchall,B ER K AH L,2
birden,B ER D AH N,2
birdsell,B ER D S AH L,2
birkel,B ER K AH L,2
birkeland,B ER K L AH N D,2
birkland,B ER K L AH N D,2
birman,B ER M AH N,2
birren,B ER AH N,2
birtle,B ER T AH L,2
blurton,B L ER T AH N,2
bourbon,B ER B AH N,2
bourbons,B ER B AH N Z,2
burba,B ER B AH,2
burble,B ER B AH L,2
burbled,B ER B AH L D,2
burbles,B ER B AH L Z,2
burchell,B ER K AH L,2
burden,B ER D AH N,2
burdened,B ER D AH N D,2
burdens,B ER D AH N Z,2
burdon,B ER D AH N,2
burdsall,B ER D S AH L,2
burgeon,B ER JH AH N,2
burgeoned,B ER JH AH N D,2
burgess,B ER JH AH S,2
burggraf,B ER G R AH F,2
burgman,B ER G M AH N,2
burham,B ER HH AH M,2
burhans,B ER HH AH N Z,2
burkel,B ER K AH L,2
burkland,B ER K L AH N D,2
burkle,B ER K AH L,2
burklund,B ER K L AH N D,2
burkman,B ER K M AH N,2
burkus,B ER K AH S,2
burland,B ER L AH N D,2
burleigh,B ER L AH,2
burleson(1),B ER L S AH N,2
burma,B ER M AH,2
burma's,B ER M AH Z,2
burmah,B ER M AH,2
burman,B ER M AH N,2
burmans,B ER M AH N Z,2
burnam,B ER N AH M,2
burnap,B ER N AH P,2
burnell,B ER N AH L,2
burness,B ER N AH S,2
burnham,B ER N AH M,2
burnham's,B ER N AH M Z,2
burnup,B ER N AH P,2
burress,B ER AH S,2
burrous,B ER AH S,2
burson,B ER S AH N,2
burston,B ER S T AH N,2
burton,B ER T AH N,2
burton's,B ER T AH N Z,2
cermak,CH ER M AH K,2
cerska,K ER S K AH,2
cerska(1),S ER S K AH,2
certain,S ER T AH N,2
chermak,CH ER M AH K,2
church's,CH ER CH AH Z,2
churchman,CH ER CH M AH N,2
churchmen,CH ER CH M AH N,2
churkin,CH ER K AH N,2
churkin's,CH ER K AH N Z,2
cira,S ER AH,2
circa,S ER K AH,2
circle,S ER K AH L,2
circle's,S ER K AH L Z,2
circled,S ER K AH L D,2
circles,S ER K AH L Z,2
circuit,S ER K AH T,2
circuit's,S ER K AH T S,2
circuits,S ER K AH T S,2
circus,S ER K AH S,2
colonel,K ER N AH L,2
colonel's,K ER N AH L Z,2
colonels,K ER N AH L Z,2
corrupt,K ER AH P T,2
corrupts,K ER AH P T S,2
curfman,K ER F M AH N,2
curless,K ER L AH S,2
curnutt,K ER N AH T,2
curnutte,K ER N AH T,2
curragh(1),K ER AH,2
curran,K ER AH N,2
curren,K ER AH N,2
currence,K ER AH N S,2
currens,K ER AH N Z,2
current,K ER AH N T,2
current's,K ER AH N T S,2
currents,K ER AH N T S,2
curtain,K ER T AH N,2
curtains,K ER T AH N Z,2
curtis,K ER T AH S,2
dearmas,D ER M AH Z,2
dearmon,D ER M AH N,2
dearmond,D ER M AH N D,2
derden,D ER D AH N,2
derham,D ER HH AH M,2
derksen,D ER K S AH N,2
derma,D ER M AH,2
dermal,D ER M AH L,2
derman,D ER M AH N,2
dermis,D ER M AH S,2
dermot,D ER M AH T,2
dermott,D ER M AH T,2
dirhams,D ER AH M Z,2
dirksen,D ER K S AH N,2
durban,D ER B AH N,2
durben,D ER B AH N,2
durden,D ER D AH N,2
durgan,D ER G AH N,2
durham,D ER AH M,2
durland,D ER L AH N D,2
durnell,D ER N AH L,2
durnil,D ER N AH L,2
earldom,ER L D AH M,2
eartha,ER TH AH,2
earthen,ER TH AH N,2
erdman,ER D M AH N,2
erdmann,ER D M AH N,2
ergle,ER G AH L,2
ergot,ER G AH T,2
ergot's,ER G AH T S,2
ergots,ER G AH T S,2
erland,ER L AH N D,2
erma,ER M AH,2
erma's,ER M AH Z,2
erman,ER M AH N,2
ermine,ER M AH N,2
erna,ER N AH,2
ernest,ER N AH S T,2
ernest's,ER N AH S T S,2
ernests,ER N AH S T S,2
ertel,ER T AH L,2
ertha,ER DH AH,2
ertl,ER T AH L,2
ertle,ER T AH L,2
ertman,ER T M AH N,2
erven,ER V AH N,2
fergus,F ER G AH S,2
ferland,F ER L AH N D,2
ferman,F ER M AH N,2
fernstrom,F ER N S T R AH M,2
fertile,F ER T AH L,2
fervent,F ER V AH N T,2
fervid,F ER V AH D,2
firma,F ER M AH,2
firman,F ER M AH N,2
firmans,F ER M AH N Z,2
firmest,F ER M AH S T,2
firmness,F ER M N AH S,2
furlan,F ER L AH N,2
furlett(1),F ER L AH T,2
furnace,F ER N AH S,2
furnas,F ER N AH S,2
furtak,F ER T AH K,2
furthest,F ER TH AH S T,2
gerchas,G ER CH AH Z,2
gerchas(1),G ER SH AH Z,2
gerda,G ER D AH,2
gerdeman,G ER D M AH N,2
gergel,G ER G AH L,2
gergen,G ER G AH N,2
gergen's,G ER G AH N Z,2
gerken,G ER K AH N,2
gerlach,G ER L AH K,2
gerlock,G ER L AH K,2
german,JH ER M AH N,2
german's,JH ER M AH N Z,2
germann,G ER M AH N,2
germans,JH ER M AH N Z,2
germans',JH ER M AH N Z,2
germond,G ER M AH N D,2
gershman,G ER SH M AH N,2
gershon,G ER SH AH N,2
gerson,JH ER S AH N,2
gerson(1),G ER S AH N,2
gerstel,G ER S T AH L,2
gersten,G ER S T AH N,2
gerstman,G ER S T M AH N,2
gervase,G ER V AH S,2
gherman,G ER M AH N,2
girdle,G ER D AH L,2
girten,G ER T AH N,2
girtman,G ER T M AH N,2
girton,G ER T AH N,2
girvan,G ER V AH N,2
girven,G ER V AH N,2
gurgle,G ER G AH L,2
gurka,G ER K AH,2
herbal,ER B AH L,2
herbal(1),HH ER B AH L,2
herbel,HH ER B AH L,2
herdman,HH ER D M AH N,2
hergott,HH ER G AH T,2
herman,HH ER M AH N,2
herman's,HH ER M AH N Z,2
hermance,HH ER M AH N S,2
hermann,HH ER M AH N,2
hermans,HH ER M AH N Z,2
hermit,HH ER M AH T,2
hermits,HH ER M AH T S,2
hermon,HH ER M AH N,2
hermsen,HH ER M S AH N,2
hernan,HH ER N AH N,2
herndon,HH ER N D AH N,2
hernon,HH ER N AH N,2
hersant,HH ER S AH N T,2
herschel,HH ER SH AH L,2
herschel's,HH ER SH AH L Z,2
herschell,HH ER SH AH L,2
hershman,HH ER SH M AH N,2
hersman,HH ER S M AH N,2
hersom,HH ER S AH M,2
herson,HH ER S AH N,2
herta,HH ER T AH,2
hertel,HH ER T AH L,2
hertha,HH ER TH AH,2
hertzog,HH ER T Z AH G,2
hirschman,HH ER SH M AH N,2
hirschmann,HH ER SH M AH N,2
hirshman,HH ER SH M AH N,2
hirtle,HH ER T AH L,2
hirzel,HH ER Z AH L,2
hurdle,HH ER D AH L,2
hurdles,HH ER D AH L Z,2
hurdman,HH ER D M AH N,2
hurlbut,HH ER L B AH T,2
hurlbutt,HH ER L B AH T,2
hurless,HH ER L AH S,2
hurlock,HH ER L AH K,2
hurston,HH ER S T AH N,2
hurta,HH ER T AH,2
hurtful,HH ER T F AH L,2
hurtle,HH ER T AH L,2
irksome,ER K S AH M,2
irma,ER M AH,2
irma's,ER M AH Z,2
irwin,ER W AH N,2
jerden,JH ER D AH N,2
jergens,JH ER G AH N Z,2
jerman,JH ER M AH N,2
jerris,JH ER R AH S,2
jerzak,Y ER Z AH K,2
jirga,JH ER G AH,2
journal,JH ER N AH L,2
journal's,JH ER N AH L Z,2
journals,JH ER N AH L Z,2
juergen,Y ER G AH N,2
juergen(1),JH ER G AH N,2
juergens,Y ER G AH N Z,2
juergens(1),JH ER G AH N Z,2
jurgen,JH ER G AH N,2
jurgens,JH ER G AH N Z,2
kerbel,K ER B AH L,2
kerchief,K ER CH AH F,2
kerchiefs,K ER CH AH F S,2
kerkman,K ER K M AH N,2
kerman,K ER M AH N,2
kernan,K ER N AH N,2
kernel,K ER N AH L,2
kernels,K ER N AH L Z,2
kernen,K ER N AH N,2
kersten,K ER S T AH N,2
kerwen,K ER W AH N,2
kirchen,K ER K AH N,2
kirchman,K ER K M AH N,2
kirgan,K ER G AH N,2
kirkham,K ER K HH AH M,2
kirkland,K ER K L AH N D,2
kirkland's,K ER K L AH N D Z,2
kirkman,K ER K M AH N,2
kirnan,K ER N AH N,2
kirschman,K ER SH M AH N,2
kirsten,K ER S T AH N,2
kirtland,K ER T L AH N D,2
kirton,K ER T AH N,2
kirven,K ER V AH N,2
kuril,K ER AH L,2
kurka,K ER K AH,2
kurland,K ER L AH N D,2
kurman,K ER M AH N,2
kurmel,K ER M AH L,2
kurtzman,K ER T S M AH N,2
lerhman,L ER M AH N,2
lerma,L ER M AH,2
merchant,M ER CH AH N T,2
merchant's,M ER CH AH N T S,2
merchants,M ER CH AH N T S,2
merchants',M ER CH AH N T S,2
mergen,M ER G AH N,2
merkel,M ER K AH L,2
merklan,M ER K L AH N,2
merkle,M ER K AH L,2
merlot,M ER L AH T,2
merlots,M ER L AH T S,2
mershon,M ER SH AH N,2
mersman,M ER S M AH N,2
merson,M ER S AH N,2
merten,M ER T AH N,2
mertens,M ER T AH N Z,2
mertle,M ER T AH L,2
merton,M ER T AH N,2
mirna,M ER N AH,2
mirtle,M ER T AH L,2
mirza,M ER Z AH,2
murden,M ER D AH N,2
murnan,M ER N AH N,2
murnane,M ER N AH N,2
murren,M ER AH N,2
murtagh,M ER T AH G,2
murtha,M ER TH AH,2
murton,M ER T AH N,2
myrna,M ER N AH,2
myrta,M ER T AH,2
myrtia,M ER SH AH,2
myrtle,M ER T AH L,2
myrtles,M ER T AH L Z,2
narum,N ER AH M,2
nervous,N ER V AH S,2
nurses,N ER S AH Z,2
nurses',N ER S AH Z,2
pera,P ER AH,2
percle,P ER K AH L,2
perham,P ER HH AH M,2
perkins,P ER K AH N Z,2
perla,P ER L AH,2
perlman,P ER L M AH N,2
perma,P ER M AH,2
perman,P ER M AH N,2
permut,P ER M AH T,2
perna,P ER N AH,2
pernell,P ER N AH L,2
perra,P ER R AH,2
perras,P ER R AH Z,2
perren,P ER R AH N,2
perrot,P ER R AH T,2
persall,P ER S AH L,2
pershall,P ER SH AH L,2
persia,P ER ZH AH,2
persian,P ER ZH AH N,2
persians,P ER ZH AH N Z,2
person,P ER S AH N,2
person's,P ER S AH N Z,2
persons,P ER S AH N Z,2
persson,P ER S AH N,2
pertschuk,P ER CH AH K,2
pherson,F ER S AH N,2
pirkl,P ER K AH L,2
pirkle,P ER K AH L,2
pirtle,P ER T AH L,2
purchase,P ER CH AH S,2
purchased,P ER CH AH S T,2
purdham,P ER D AH M,2
purdom,P ER D AH M,2
purdon,P ER D AH N,2
purdum,P ER D AH M,2
purnell,P ER N AH L,2
purpa,P ER P AH,2
purple,P ER P AH L,2
purples,P ER P AH L Z,2
purpose,P ER P AH S,2
pursel,P ER S AH L,2
pursell,P ER S AH L,2
purtell,P ER T AH L,2
purtle,P ER T AH L,2
scherman,SH ER M AH N,2
schmergel,SH M ER G AH L,2
schurman,SH ER M AH N,2
scurlock,S K ER L AH K,2
searfoss,S ER F AH S,2
searson,S ER S AH N,2
serbska,S ER B S K AH,2
sergent,S ER JH AH N T,2
sergius,S ER JH Y AH S,2
serle,S ER AH L,2
sermon,S ER M AH N,2
sermons,S ER M AH N Z,2
serpas,S ER P AH Z,2
serpent,S ER P AH N T,2
serpent's,S ER P AH N T S,2
serpents,S ER P AH N T S,2
servam,S ER V AH M,2
servan,S ER V AH N,2
servant,S ER V AH N T,2
servants,S ER V AH N T S,2
servants',S ER V AH N T S,2
service,S ER V AH S,2
servile,S ER V AH L,2
sherbet,SH ER B AH T,2
sherlund,SH ER L AH N D,2
sherman,SH ER M AH N,2
sherman's,SH ER M AH N Z,2
sherva,SH ER V AH,2
shirted,SH ER T AH D,2
sirman,S ER M AH N,2
sirmans,S ER M AH N Z,2
sirmon,S ER M AH N,2
sirmons,S ER M AH N Z,2
sirna,S ER N AH,2
smyrna,S M ER N AH,2
spurdle,S P ER D AH L,2
squirrel,S K W ER AH L,2
squirreled,S K W ER AH L D,2
squirrels,S K W ER AH L Z,2
squirted,S K W ER T AH D,2
sterkel,S T ER K AH L,2
sterle,S T ER AH L,2
sterman,S T ER M AH N,2
sternest,S T ER N AH S T,2
sternness,S T ER N N AH S,2
sternness(1),S T ER N AH S,2
stirrup,S T ER AH P,2
stirrups,S T ER AH P S,2
sturgell,S T ER G AH L,2
sturgeon,S T ER JH AH N,2
sturgeons,S T ER JH AH N Z,2
sturgill,S T ER G AH L,2
sturman,S T ER M AH N,2
sturmans,S T ER M AH N Z,2
sturza,S T ER Z AH,2
surface,S ER F AH S,2
surfeit,S ER F AH T,2
surgeon,S ER JH AH N,2
surgeon's,S ER JH AH N Z,2
surgeons,S ER JH AH N Z,2
surges,S ER JH AH Z,2
surma,S ER M AH,2
surman,S ER M AH N,2
surplus,S ER P L AH S,2
syrup,S ER AH P,2
syrups,S ER AH P S,2
szczerba,SH ER B AH,2
target(1),T ER G AH T,2
terbush,T ER B AH SH,2
tercel,T ER S AH L,2
terkel,T ER K AH L,2
terman,T ER M AH N,2
terseness,T ER S N AH S,2
thermal,TH ER M AH L,2
thermos,TH ER M AH S,2
thirza,TH ER Z AH,2
thurman,TH ER M AH N,2
thurmon,TH ER M AH N,2
thurmond,TH ER M AH N D,2
thurmond's,TH ER M AH N D Z,2
thurstan,TH ER S T AH N,2
thurston,TH ER S T AH N,2
tirpak,T ER P AH K,2
turban,T ER B AH N,2
turbans,T ER B AH N Z,2
turbas,T ER B AH S,2
turben,T ER B AH N,2
turbot(1),T ER B AH T,2
turcott,T ER K AH T,2
turgut,T ER G AH T,2
turkel,T ER K AH L,2
turman,T ER M AH N,2
turmel,T ER M AH L,2
turnham,T ER N HH AH M,2
turnip,T ER N AH P,2
turnips,T ER N AH P S,2
turpen,T ER P AH N,2
turret,T ER AH T,2
turrets,T ER AH T S,2
turtle,T ER T AH L,2
turtle's,T ER T AH L Z,2
turtles,T ER T AH L Z,2
turton,T ER T AH N,2
urban,ER B AH N,2
urban's,ER B AH N Z,2
urbas,ER B AH Z,2
urchin,ER CH AH N,2
urchins,ER CH AH N Z,2
urda,ER D AH,2
urgent,ER JH AH N T,2
urges,ER JH AH Z,2
urine,Y ER AH N,2
urkel,ER K AH L,2
urman,ER M AH N,2
urness,ER N AH S,2
ursa,ER S AH,2
urschel,ER SH AH L,2
urson,ER S AH N,2
ursus,ER S AH S,2
urton,ER T AH N,2
urwin,ER W AH N,2
verbal,V ER B AH L,2
verble,V ER B AH L,2
verbrugge,V ER B R AH G,2
verdant,V ER D AH N T,2
verdon(1),V ER D AH N,2
verdun,V ER D AH N,2
vergil,V ER JH AH L,2
verhulst,V ER HH AH L S T,2
verna,V ER N AH,2
vernal,V ER N AH L,2
vernon,V ER N AH N,2
vernon's,V ER N AH N Z,2
versa,V ER S AH,2
version,V ER ZH AH N,2
versions,V ER ZH AH N Z,2
versus,V ER S AH S,2
versus(1),V ER S AH Z,2
virden,V ER D AH N,2
virga,V ER G AH,2
virgen,V ER JH AH N,2
virgil,V ER JH AH L,2
virgin's,V ER JH AH N Z,2
virgins,V ER JH AH N Z,2
virna,V ER N AH,2
vs,V ER S AH Z,2
werden,W ER D AH N,2
weren't,W ER AH N T,2
werman,W ER M AH N,2
werne,W ER N AH,2
wertman,W ER T M AH N,2
wordell,W ER D AH L,2
worden,W ER D AH N,2
wordless,W ER D L AH S,2
workin',W ER K AH N,2
workman,W ER K M AH N,2
workman's,W ER K M AH N Z,2
workmen's,W ER K M AH N Z,2
worland,W ER L AH N D,2
worman,W ER M AH N,2
worrall,W ER R AH L,2
worrel,W ER R AH L,2
worrell,W ER R AH L,2
worsen,W ER S AH N,2
worsened,W ER S AH N D,2
worsens,W ER S AH N Z,2
worsham,W ER SH AH M,2
worship,W ER SH AH P,2
worshipped,W ER SH AH P T,2
worships,W ER SH AH P S,2
worstell,W ER S T AH L,2
wortham,W ER TH AH M,2
worthen,W ER TH AH N,2
worthen's,W ER TH AH N Z,2
worthless,W ER TH L AH S,2
worthman,W ER TH M AH N,2
wortman,W ER T M AH N,2
wortmann,W ER T M AH N,2
worton,W ER T AH N,2
wurdeman,W ER D M AH N,2
wurtman,W ER T M AH N,2
wurtzel,W ER T Z AH L,2
wurzel,W ER Z AH L,2
yeargain,Y ER G AH N,2
yeargan,Y ER G AH N,2
yerdon,Y ER D AH N,2
yergin,Y ER G AH N,2
yerman,Y ER M AH N,2
yerxa,Y ER K S AH,2
yurchak,Y ER CH AH K,2
yurchak(1),Y ER AH K,2
yurman,Y ER M AH N,2
zirbel,Z ER B AH L,2
zircon,Z ER K AH N,2
zirkel,Z ER K AH L,2
zirkle,Z ER K AH L,2
arcturus(1),AA R K T ER AH S,3
barbara,B AA R B ER AH,3
barbara's,B AA R B ER AH Z,3
barbarous,B AA R B ER AH S,3
bargeron,B AA R G ER AH N,3
margarine,M AA R JH ER AH N,3
margerum,M AA R G ER AH M,3
martyrdom,M AA R T ER D AH M,3
parkerson,P AA R K ER S AH N,3
bowerman,B OW ER M AH N,3
bowersock,B OW ER S AH K,3
broderbund,B R OW T ER B AH N D,3
brodersohn,B R OW T ER S AH N,3
broerman,B R OW ER M AH N,3
coercion,K OW ER SH AH N,3
doberman,D OW B ER M AH N,3
hoberman,HH OW B ER M AH N,3
