,phonemic_transcription
58273,M AE T R IH L IH N IY AH L
58274,M AE K S IH M IH L IY AH N
58275,P AE L IH S T IH N IY AH N
58276,P AE L IH S T IH N IY AH N Z
58277,P AE L IH S T IH N IY AH N Z
58278,P AE T R IH L IH N IY AH L
58279,P R EH S B IH T IH R IY AH N
58280,P R EH Z B IH T IH R IY AH N
58281,P R EH S B IH T IH R IY AH N Z
58282,P R EH Z B IH T IH R IY AH N Z
58283,V EH N T IH M IH G L IY AH
58284,IH N IH K S P IH R IY AH N S
58285,M IH S IH S IH P IY AH N
58286,M IH S IH S IH P IY AH N Z
58287,B Y UW L IH M IY AH
58288,N UW M IH D IY AH
58289,Y UW N IH V IY S AH
58290,AO D IY AH
58291,AO D IY AH N S
58292,AO S T R IY AH
58293,AO S T R IY AH Z
58294,AO S T R IY AH N
58295,AO S T R IY AH N Z
58296,B AO T IY S T AH
58297,K L AO D IY AH
58298,K L AO D IY AH N
58299,K L AO D IY N AH
58300,K L AO D IY AH S
58301,K AO S IY G AH
58302,K R AO S P IY S AH Z
58303,F AO S T IY N AH
58304,L AO NG D IY S T AH N S
58305,M AO L K IY AH L
58306,M AO L V IY N AH S
58307,N AO Z IY AH
58308,AO Z M IY N AH
58309,P AO L IY N AH
58310,P AO L IY T AH
58311,R AO S IY AH
58312,S AO D IY AH
58313,W AO K IY G AH N
58314,W AO K IY SH AH
58315,L IY AO N IY D AH Z
58316,S AH B AO D IY AH
58317,AE D N AO Z IY AH M
58318,AE P R AO D IY V AH
58319,M AO R F AO N IY AH S
58320,B EH L IY N AH
58321,B EH L V IY AH
58322,B EH L IY AH
58323,CH EH L IY N D AH
58324,S EH L S IY AH S
58325,D EH L IY AH N
58326,D EH L F IY N AH
58327,D EH L IY CH AH
58328,D EH L IY L AH
58329,D EH L IY M AH
58330,D EH L IY S AH
58331,D EH L F IY AH
58332,D EH L F IY N AH
58333,D EH L R IY N AH
58334,D EH L R IY N AH Z
58335,EH L D R IY D AH
58336,EH L F R IY D AH
58337,EH L F R IY D AH
58338,EH L IY AH T
58339,EH L IY AH T S
58340,EH L IY S AH
58341,EH L IY AH T
58342,EH L IY AH T
58343,EH L IY AH T S
58344,EH L S IY AH
58345,EH L V IY AH
58346,EH L V IY N AH
58347,EH L Z IY NG G AH
58348,HH EH L TH IY N AH S
58349,HH EH L G IY Z AH N
58350,M EH L IY AH
58351,M EH L IY N AH
58352,M EH L IY T AH
58353,M EH L IY T AH
58354,M EH L V IY N AH
58355,N EH L IY AH
58356,N EH L IY N AH
58357,N EH L IY T AH
58358,S EH L IY AH
58359,S EH L IY N D AH
58360,S T EH L TH IY AH S T
58361,V EH L V IY T AH
58362,W EH L TH IY AH S T
58363,Z EH L IY AH
58364,Z EH L IY N AH
58365,AA R D EH L IY AH
58366,M AA R CH EH L IY AH
58367,M AA R CH EH L IY N AH
58368,AA M EH L IY N D AH
58369,AA M EH L IY T AH
58370,AA NG G EH L IY T AH
58371,AA Z EH L IY AH
58372,P AA M EH L IY N AH
58373,EH V AA NG G EH L IY S T AH
58374,N OW B EH L IY AH M
58375,OW B EH L IY AH
58376,OW D EH L IY AH
58377,OW D EH L IY N D AH
58378,OW M EH L IY AH
58379,AH D EH L F IY AH
58380,AH D EH L F IY AH Z
58381,M AA K IY AH V EH L IY AH N
58382,AA R K AH D EH L F IY AH
58383,M AA K Y AH V EH L IY AH N
58384,M AE K AH V EH L IY AH N
58385,F IH L AH D EH L F IY AH
58386,F IH L AH D EH L F IY AH Z
58387,F IH L AH D EH L F IY AH N
58388,F IH L AH D EH L F IY AH N Z
58389,CH ER EH L IY AH
58390,AE N JH EH L IY N AH
58391,EH M EH L IY N AH
58392,EH M EH L IY T AH
58393,EH TH EH L IY N D AH
58394,EH V EH L IY N AH
58395,B IH JH EH L JH IY N AH
58396,D AO R EH L IY AH
58397,AO R EH L IY AH
58398,AO R W EH L IY AH N
58399,B UW K IY M AH
58400,B UW L IY AH N
58401,B R UW N HH IY L D AH
58402,B UW N D IY AH
58403,B UW T IY T AH
58404,K R UW IY AH
58405,D UW B IY AH S
58406,D UW T IY F AH L
58407,Y UW K L IY AH
58408,F L UW V IY AH L
58409,F R UW D IY AH N
58410,F UW JH IY AH N
58411,F UW JH IY T AH
58412,F UW JH IY Y AH
58413,JH UW F R IY D AH
58414,G R UW V IY AH S T
58415,G UW M IY N AH
58416,G UW N HH IY L D AH
58417,G UW N IY AH
58418,JH UW D IY AH
58419,JH UW S IY AH S T
58420,JH UW L IY AH N
58421,JH UW L IY AH N
58422,Y UW L IY T AH
58423,Y UW L IY N AH
58424,Y UW N IY AH
58425,Y UW S T IY N AH
58426,K Y UW L IY S AH
58427,L UW IY M AH
58428,L UW IY M AH Z
58429,L UW IY Z AH
58430,L UW CH IY D AH
58431,L UW K R IY SH AH
58432,L UW K R IY SH AH
58433,L UW K R IY SH AH
58434,L UW IY Z AH
58435,L UW M IY AH
58436,L UW P IY K AH
58437,L UW P IY T AH
58438,L UW T IY SH Y AH
58439,M UW N IY HH AH M
58440,M UW N IY HH AH N
58441,M UW V IY D AH
58442,M UW N G W IY AH
58443,M Y UW Z IY AH M
58444,M Y UW Z IY AH M
58445,M Y UW Z IY AH M Z
58446,M Y UW Z IY AH M Z
58447,M Y UW Z IY AH M Z
58448,M Y UW Z IY AH L
58449,N UW Z P IY P AH L
58450,N UW Z IY L AH N D
58451,N Y UW B IY AH N
58452,N UW K L IY AH S
58453,N UW T R IY AH
58454,N UW T R IY AH N T
58455,N UW T R IY AH N T S
58456,P L UW V IY AH L
58457,R UW M IY N AH S
58458,R UW B IY AH
58459,R UW B IY N AH
58460,R UW F IY N AH
58461,S T UW D IY AH S
58462,S UW B IY AH
58463,S UW L IY M AH N
58464,S UW M IY D AH
58465,S UW M IY T AH
58466,S UW M IY T AH Z
58467,S UW N IY AH
58468,S UW N IY G AH
58469,T R UW D IY AH
58470,T R UW TH IY N AH S
58471,T UW N IY ZH AH
58472,T UW N IY ZH AH N
58473,UW K IY D AH
58474,UW L IY M AH
58475,Y UW N IY K N AH S
58476,Y UW N IY T AH
58477,Y UW T IY K AH
58478,Y UW L IY AH N
58479,Z UW B IY AH
58480,Z UW N IY G AH
58481,HH AA R P UW T L IY AH N
58482,M AA R S UW P IY AH L
58483,M AA R S UW P IY AH L S
58484,K OW V AA R UW B IY AH Z
58485,M AA T S UW SH IY T AH
58486,M AA T S UW SH IY T AH
58487,M AA T S UW SH IY T AH Z
58488,M AA T S UW SH IY T AH Z
58489,JH AH N W UW K S IY AH N
58490,M AH N UW JH IY AH N
58491,P AH T UW N IY AH
58492,P AH T UW N IY AH Z
58493,V AH S UW V IY AH S
58494,HH ER K Y UW L IY AH N
58495,P ER UW G IY AH
58496,P ER UW V IY AH N
58497,P ER UW V IY AH N Z
58498,AE L UW V IY AH L
58499,AE L UW V IY AH M
58500,B AE CH UW IY G AH S
58501,EH K Y UW M IY N AH
58502,N EH P T UW N IY AH M
58503,P EH R UW JH IY N AH
58504,IH D UW B IY AH S
58505,IH N S UW S IY AH N S
58506,M IH N UW SH IY AH
58507,M IH N UW SH IY AH
58508,V IH T R UW V IY AH S
58509,K AA N F IH N D UW S T R IY AH
58510,F UW K UW SH IY M AH
58511,L UW G Y UW B R IY AH S
58512,S EY N T JH UW L IY AH N
58513,S EY N T L UW S IY AH
58514,AA B R AH
58515,AA G AH
58516,AA G W AH
58517,AA L AH N
58518,AA L M AH N
58519,AA L S T R AH N D
58520,AA L S T R AH M
58521,AA M AH N
58522,AA M AH D
58523,AA K AH
58524,AA L B AH N
58525,AA L D AH
58526,AA L D AH N
58527,AA L D AH S
58528,AA L AH F
58529,AA L AH
58530,AA L AH
58531,AA L M AH
58532,AA L M AH L
58533,AA L M AH N
58534,AA M AH N D
58535,AA L M AH N D Z
58536,AA L T AH
58537,AA L T R AH
58538,AA M AH N
58539,AA N AH
58540,AA N D R AH S
58541,AA N JH AH
58542,AA P R AH L
58543,AA K W AH
58544,AA S AH
58545,AA SH AH
58546,AA S T AH
58547,AA T AH
58548,AA K L AH N D
58549,AA K SH AH N
58550,AA K SH AH N Z
58551,AA D AH T S
58552,AA G AH S T
58553,AA V AH N T
58554,AA V AH L T
58555,AA S T R AH K
58556,B AA B AH
58557,B AA B AH Z
58558,B AA K M AH N
58559,B AA K M AH N
58560,B AA K R AH K
58561,B AA D AH
58562,B AA D AH N Z
58563,B AA AH M
58564,B AA M AH N
58565,B AA N S AH N
58566,B AA K AH
58567,B AA L AH
58568,B AA L AH N S
58569,B AA NG K AH
58570,B AA N Y AH
58571,B AA N Y AH
58572,B AA N Y AH Z
58573,B AA P N AH
58574,B AA S AH
58575,B AA Z AH L
58576,B AA SH AH
58577,B AA S AH L
58578,B AA K AH S
58579,B AA V AH
58580,B AA K T AH
58581,B AA NG G R AH
58582,B AA SH AH
58583,B AA T Y AH
58584,B L AA HH AH
58585,B L AA NG K AH
58586,B L AA SH AH K
58587,B L AA N D AH L
58588,B L AA N D AH S T
58589,B L AA S AH M
58590,B L AA S AH M D
58591,B L AA S AH M Z
58592,B L AA T CH AH Z
58593,B L AA T AH D
58594,B L AA K S AH M
58595,B L AA K S AH M
58596,B L AA K S AH M
58597,B AA B AH N
58598,B AA K R AH M
58599,B AA K M AH N
58600,B AA K AH S
58601,B AA K AH K
58602,B AA D AH N
58603,B AA D M AH N
58604,B AA F AH
58605,B AA G AH CH
58606,B AA G D AH N
58607,B AA G D AH N
58608,B AA G D AH N
58609,B AA G AH N
58610,B AA G AH N
58611,B AA G AH L
58612,B AA G AH L D
58613,B AA G AH L Z
58614,B AA G AH S
58615,B AA G AH SH
58616,B AA HH AH L
58617,B AA K S AH N
58618,B AA L AH
58619,B AA L AH N D
58620,B AA L AH N
58621,B AA L M AH N
58622,B AA L M AH N
58623,B AA M B AH
58624,B AA N D AH D
58625,B AA N D R AH
58626,B AA N HH AH M
58627,B AA N AH L
58628,B AA N AH T
58629,B AA N T AH
58630,B AA SH AH L
58631,B AA S M AH N
58632,B AA S AH N
58633,B AA S T AH N
58634,B AA S T R AH
58635,B AA S T R AH M
58636,B AA TH AH
58637,B AA TH AH Z
58638,B AA TH AH M
58639,B AA TH AH M Z
58640,B AA TH AH L
58641,B AA TH AH N
58642,B AA T AH
58643,B AA T AH L
58644,B AA T AH N
58645,B AA T AH L
58646,B AA T AH L D
58647,B AA T AH L Z
58648,B AA T AH M
58649,B AA T AH M Z
58650,B AA T AH M D
58651,B AA T AH M Z
58652,B AA T R AH L
58653,B AA K S AH L
58654,B AA K S AH Z
58655,B AA Z M AH N
58656,B AA Z AH
58657,B R AA K S M AH
58658,B R AA B AH N T
58659,B R AA G AH
58660,B R AA M AH
58661,B R AA K B AH NG K
58662,B R AA K AH L
58663,B R AA K M AH N
58664,B R AA K M AH N
58665,B R AA K T AH N
58666,B R AA D M AH N
58667,B R AA G D AH N
58668,B R AA G D AH N
58669,B R AA N F M AH N
58670,B R AA N F M AH N Z
58671,B R AA N F M AH N Z
58672,B R AA N S AH N
58673,B R AA N S T AH N
58674,B R AA N Z AH N
58675,B R AA N Z AH Z
58676,B R AA S N AH N
58677,B R AA S T R AH M
58678,B R AA TH AH L
58679,B R AA TH AH L Z
58680,B R AA T M AH N
58681,B R AA T S M AH N
58682,B R AA K S AH N
58683,B R AA K S T AH N
58684,B R AA Z M AH N
58685,K AA B AH
58686,K AA CH AH
58687,K AA D AH
58688,K AA L AH
58689,K AA L M AH
58690,K AA M AH S T
58691,K AA L M AH S T
58692,K AA M N AH S
58693,K AA L M N AH S
58694,K AA M AH
58695,K AA P CH AH
58696,K AA S AH
58697,K AA S AH Z
58698,K AA K AH S
58699,K AA D AH L
58700,K AA L D R AH N
58701,K AA Z AH Z
58702,K AA SH AH N
58703,K AA SH AH N D
58704,K AA V AH
58705,K AA M P AH
58706,CH AA P AH
58707,CH AA P AH S
58708,CH AA K L AH T
58709,CH AA L AH
58710,CH AA P R AH
58711,K L AA S AH N
58712,K L AA G S T AH N
58713,K L AA P T AH N
58714,K L AA Z AH T
58715,K L AA Z AH T S
58716,K L AA S AH N
58717,K L AA T AH D
58718,K AA B AH L
58719,K AA B AH L D
58720,K AA B L AH
58721,K AA B R AH
58722,K AA K AH S
58723,K AA K AH L Z
58724,K AA K R AH N
58725,K AA K R AH N Z
58726,K AA K R AH N
58727,K AA K AH L
58728,K AA K AH L Z
58729,K AA K M AH N
58730,K AA K R AH N
58731,K AA K R AH L
58732,K AA K R AH L
58733,K AA K R AH F T
58734,K AA K R AH M
58735,K AA D AH L
58736,K AA D AH L D
58737,K AA F AH L
58738,K AA G D AH L
58739,K AA G D AH L
58740,K AA G L AH N
58741,K AA L AH N
58742,K AA L M AH N
58743,K AA L AH M
58744,K AA L AH M
58745,K AA L AH M Z
58746,K AA L AH M
58747,K AA L AH M
58748,K AA L AH M D
58749,K AA L AH M Z
58750,K AA M D AH K S
58751,K AA M AH T
58752,K AA M AH T S
58753,K AA M AH T S
58754,K AA M AH
58755,K AA M AH K
58756,K AA M AH Z
58757,K AA M AH N
58758,K AA M AH N Z
58759,K AA M P AH S
58760,K AA M P AH N
58761,K AA M P S T AH N
58762,K AA M P T AH N
58763,K AA M P T AH N Z
58764,K AA NG K AH
58765,K AA N CH AH
58766,K AA N D AH M
58767,K AA N D AH M Z
58768,K AA N D AH N
58769,K AA N D R AH
58770,K AA N D R AH N
58771,K AA N D AH K T
58772,K AA N D AH K T
58773,K AA N D W AH T S
58774,K AA N F R AH N S
58775,K AA NG D AH N
58776,K AA NG G R AH S
58777,K AA NG G R AH S
58778,K AA NG G R AH V
58779,K AA N JH AH L
58780,K AA NG K AH L
58781,K AA NG K AH L
58782,K AA N L AH N
58783,K AA N L AH N
58784,K AA N AH N
58785,K AA N AH L
58786,K AA N AH L
58787,K AA N AH N
58788,K AA N R AH N
58789,K AA N R AH TH
58790,K AA N SH AH N S
58791,K AA N SH AH S
58792,K AA N S T AH N S
58793,K AA N S T AH N T
58794,K AA N S T AH N T S
58795,K AA N S T AH N T S
58796,K AA N S T R AH K T
58797,K AA N S T R AH K T S
58798,K AA N S AH L
58799,K AA N T AH N T
58800,K AA N T R AH
58801,K AA N T R AH Z
58802,K AA N T R AH Z
58803,K AA N V AH N T
58804,K AA N V AH N T S
58805,K AA P L AH N
58806,K AA P L AH N D
58807,K AA P AH L
58808,K AA P AH N Z
58809,K AA P AH S
58810,K AA P AH L
58811,K AA P AH K
58812,K AA S G R AH V
58813,K AA S M AH N
58814,K AA S AH T
58815,K AA S T AH L Z
58816,K AA S T AH N
58817,K AA S T R AH
58818,K AA TH AH M
58819,K AA TH R AH N
58820,K AA TH R AH N
58821,K AA T M AH N
58822,K AA T R AH T
58823,K AA T AH
58824,K AA T AH JH
58825,K AA T AH M
58826,K AA T AH N
58827,K AA T AH L
58828,K AA T M AH N
58829,K AA T AH M
58830,K AA T AH N
58831,K AA T AH N Z
58832,K AA T AH N D
58833,K AA T AH N Z
58834,K AA T R AH L
58835,K AA V AH L
58836,K AA V AH L
58837,K AA K S AH N
58838,K AA K S AH N
58839,K AA Z AH N Z
58840,K R AA F T AH N
58841,K R AA G AH N
58842,K R AA M P T AH N
58843,K R AA M W AH L
58844,K R AA S L AH N D
58845,K R AA S AH N
58846,K R AA S AH N
58847,K R AA S TH W AH T
58848,K R AA S TH W AH T
58849,K R AA S T AH N
58850,K R AA K S T AH N
58851,CH AA P L AH
58852,D AA CH AH
58853,D AA AH L
58854,D AA L AH N
58855,D AA L M AH N
58856,D AA L S T R AH M
58857,D AA M AH N
58858,D AA L Y AH
58859,D AA L M AH
58860,D AA M AH
58861,D AA M AH Z
58862,D AA NG K AH
58863,D AA S AH
58864,D AA T S AH N
58865,D AA T S AH N Z
58866,D AA K AH
58867,D AA B AH SH
58868,D AA B R AH T S
58869,D AA B S AH N
58870,D AA B S AH N Z
58871,D AA B S AH N Z
58872,D AA S AH L
58873,D AA K AH N
58874,D AA K AH T
58875,D AA K AH T S
58876,D AA K HH AH M
58877,D AA K L AH N D
58878,D AA K L AH N D Z
58879,D AA K S AH N
58880,D AA K T R AH N
58881,D AA K T R AH N Z
58882,D AA K T R AH N Z
58883,D AA JH AH N
58884,D AA D R AH L
58885,D AA D S AH N
58886,D AA G AH L
58887,D AA G M AH
58888,D AA K AH N
58889,D AA L AH Z
58890,D AA L AH N Z
58891,D AA L AH P
58892,D AA L M AH N
58893,D AA L F AH N
58894,D AA L F AH N Z
58895,D AA L F AH N Z
58896,D AA N AH L D
58897,D AA N AH L D Z
58898,D AA N AH TH
58899,D AA N HH AH M
58900,D AA N L AH N
58901,D AA N L AH N
58902,D AA N AH
58903,D AA N AH Z
58904,D AA N AH N
58905,D AA N AH Z
58906,D AA N V AH N
58907,D AA N V AH N Z
58908,D AA P S AH N
58909,D AA S T AH L
58910,D AA TH AH N
58911,D AA T S AH N
58912,D AA T AH D
58913,D R AA K M AH Z
58914,D R AA G AH N
58915,D R AA M AH
58916,D R AA M AH Z
58917,D R AA P L AH T
58918,D R AA P L AH T S
58919,D R AA S T AH
58920,D R AA Z D AH
58921,D W AA N AH
58922,AA N T R AH
58923,F AA L M AH N
58924,F AA L AH N
58925,F AA L Z AH N
58926,F AA M AH
58927,F AA N T AH
58928,F AA T AH
58929,F AA T AH
58930,F AA N AH L
58931,F AA V AH
58932,F L AA T S AH M
58933,F L AA T AH
58934,F AA K T M AH N
58935,F AA L AH N D
58936,F AA L M AH N
58937,F AA N D AH
58938,F AA N D AH Z
58939,F AA N D AH S T
58940,F AA N D N AH S
58941,F AA S AH L
58942,F AA S AH N
58943,F AA S AH L
58944,F AA S AH L Z
58945,F AA S AH M
58946,F AA K S AH Z
58947,F AA K S AH Z
58948,F AA K S G L AH V
58949,F AA K S M AH N
58950,F AA K S M AH N Z
58951,F R AA G AH
58952,F R AA N CH AH
58953,F R AA S K AH
58954,G AA B AH
58955,G AA G AH
58956,G AA L AH N T
58957,G AA L V AH N
58958,G AA M AH
58959,G AA M AH L
58960,G AA S K AH
58961,G AA S K AH
58962,G AA T Z AH
58963,G AA W AH N
58964,G AA Z AH
58965,G AA Z AH Z
58966,G AA Z AH N Z
58967,ZH AA N R AH
58968,ZH AA N R AH Z
58969,G AA D AH
58970,G AA T AH S
58971,JH AA M B R AH
58972,JH AA M P AH
58973,G L AA Z AH
58974,G L AA N AH S
58975,G L AA S AH N
58976,G L AA T AH L
58977,G L AA T AH S
58978,G AA B AH L
58979,G AA B AH L D
58980,G AA B AH L Z
58981,G AA B AH N
58982,G AA B L AH T
58983,G AA K AH L
58984,G AA D AH N
58985,G AA D AH S
58986,G AA D L AH S
58987,G AA D L AH V
58988,G AA D M AH N
58989,G AA D S AH L
58990,G AA D SH AH K
58991,G AA D SH AH L
58992,G AA F M AH N
58993,G AA F M AH N Z
58994,G AA G AH N Z
58995,G AA G AH L
58996,G AA G AH L Z
58997,G AA L AH N
58998,G AA L F M AH N
58999,G AA L AH
59000,G AA L AH M
59001,G AA L AH M
59002,G AA M AH L
59003,G AA N D AH
59004,G AA N AH
59005,G AA S M AH N
59006,G AA S N AH L
59007,G AA S P AH L
59008,G AA S P AH L Z
59009,G AA S AH P
59010,G AA S AH P S
59011,G AA CH AH
59012,G AA TH AH M
59013,G AA CH AH L
59014,G AA CH AH L
59015,G AA CH AH L
59016,G AA CH AH L Z
59017,G AA CH AH L
59018,G AA T AH
59019,G AA T AH N
59020,G AA T S M AH N
59021,G AA T M AH N
59022,G AA CH AH K
59023,G AA CH AH K S
59024,G AA CH AH L
59025,G AA CH AH L
59026,G AA T W AH L D
59027,G AA T W AH L T
59028,G R AA B AH N Z
59029,G R AA CH AH
59030,G R AA T AH
59031,G R AA B AH N
59032,G R AA M AH
59033,G R AA N L AH N D
59034,G R AA SH AH N Z
59035,G R AA T AH N
59036,G R AA V AH L
59037,G W AA V AH
59038,G W AA V AH Z
59039,HH AA G AH N
59040,HH AA L AH N D
59041,HH AA D AH
59042,HH AA G AH
59043,HH AA K AH N
59044,HH AA L AH Z
59045,HH AA L AH SH
59046,HH AA L D M AH N
59047,HH AA L D M AH N Z
59048,HH AA M AH
59049,HH AA M AH N
59050,HH AA N AH K
59051,HH AA N T AH
59052,AA S T AH
59053,HH AA T AH
59054,HH L AA V AH K
59055,HH AA B AH L
59056,HH AA B AH L D
59057,HH AA B AH L Z
59058,HH AA B AH N
59059,HH AA B S AH N
59060,HH AA B S AH N Z
59061,HH AA K M AH N
59062,HH AA K M AH N
59063,HH AA K AH T
59064,HH AA D AH P
59065,HH AA JH D AH N
59066,HH AA JH AH N
59067,HH AA JH AH N Z
59068,HH AA JH M AH N
59069,HH AA JH M AH N Z
59070,HH AA JH S AH N
59071,HH AA D Z D AH N
59072,HH AA D S AH N
59073,HH AA F L AH N D
59074,HH AA F M AH N
59075,HH AA F M AH N
59076,HH AA F S T R AH
59077,HH AA G AH N
59078,HH AA G AH N
59079,HH AA G AH T
59080,HH AA G L AH N D
59081,HH AA G S T AH N
59082,HH AA L AH N
59083,HH AA L AH N D
59084,HH AA L AH N D Z
59085,HH AA L AH N D Z
59086,HH AA L AH T S
59087,HH AA L AH N
59088,HH AA L M AH N
59089,HH AA L M AH N
59090,HH AA L AH N
59091,HH AA L M AH N
59092,AA M AH JH
59093,HH AA M AH JH
59094,HH AA M B R AH
59095,HH AA M AH L
59096,HH AA N D AH Z
59097,HH AA N D AH S
59098,AA N AH S T
59099,HH AA P M AH N
59100,HH AA P AH
59101,HH AA P AH L
59102,HH AA P AH L
59103,HH AA P S AH N
59104,HH AA P T AH N
59105,HH AA S AH K
59106,HH AA S M AH N
59107,HH AA S P AH S
59108,HH AA S AH K
59109,HH AA S T AH L
59110,HH AA S T AH L Z
59111,HH AA S T AH L
59112,HH AA T AH L
59113,HH AA T AH S T
59114,HH AA T AH L
59115,HH AA T M AH N
59116,HH AA V D AH
59117,HH AA V D AH N
59118,HH AA V L AH N D
59119,HH R AA B AH K
59120,R AA B AH K
59121,Y AA S K AH T
59122,JH AA V AH
59123,JH AA B L AH S
59124,JH AA B S AH N
59125,JH AA K AH M
59126,JH AA N S AH N
59127,JH AA N S AH N Z
59128,JH AA N S AH N
59129,JH AA N S AH N Z
59130,JH AA N S AH N Z
59131,JH AA N S R AH D
59132,JH AA N S T AH N
59133,JH AA N S T AH N Z
59134,JH AA N T AH
59135,JH AA S AH N
59136,JH AA NG K AH Z
59137,JH AA N Z M AH N
59138,JH AA N S AH N
59139,JH AA N S AH N
59140,JH AA S AH N
59141,JH AA S AH L
59142,JH AA S AH L D
59143,W AA N AH
59144,HH W AA N AH
59145,K AA F K AH
59146,K AA F K AH Z
59147,K AA L AH Z
59148,K AA M AH
59149,K AA M AH L
59150,K AA N AH N
59151,K AA SH AH
59152,K AA S K AH
59153,K AA SH AH
59154,K AA T Y AH
59155,K AA T Y AH
59156,K AA W AH
59157,K AA Y AH
59158,K AA Z D AH
59159,K AA L S AH
59160,K L AA S AH N
59161,N AA B L AH K
59162,N AA K AH L
59163,N AA L AH JH
59164,K AA B R AH N
59165,K AA B Z AH
59166,K AA K AH N
59167,K AA K AH L
59168,K AA K M AH N
59169,K AA F R AH N
59170,K AA L AH SH
59171,K AA L AH TH
59172,K AA L M AH N
59173,K AA L M AH N
59174,K AA L M AH N
59175,K AA N CH AH L
59176,K AA N D AH Z
59177,K AA N D R AH T
59178,K AA N AH N
59179,K AA NG K AH L
59180,K AA NG K AH L
59181,K AA N R AH D
59182,K AA N R AH TH
59183,K AA N T R AH
59184,K AA N T R AH S
59185,K AA N Z AH N
59186,K AA P AH CH
59187,K AA P CH AH V
59188,K AA P L AH N
59189,K AA P AH L
59190,K AA P AH L Z
59191,K AA P AH L
59192,K AA P AH N
59193,K AA P AH L
59194,K AA S AH NG K
59195,K AA S M AH N
59196,K AA S AH TH
59197,K AA S T AH L
59198,K AA S T K AH
59199,K AA V AH K
59200,K AA V AH CH
59201,K AA Z AH HH
59202,K R AA S K AH
59203,K R AA B AH TH
59204,K R AA G M AH N
59205,K R AA G S T AH D
59206,K W AA L AH
59207,K W AA N Z AH
59208,K W AA N Z AH
59209,L AA L M AH
59210,L AA B AH
59211,L AA CH AH N S
59212,L AA D AH
59213,L AA D AH K
59214,L AA D AH Z
59215,L AA M AH N
59216,L AA M AH N
59217,L AA JH AH N
59218,L AA L AH
59219,L AA L AH S
59220,L AA M AH
59221,L AA M AH Z
59222,L AA M AH Z
59223,L AA N CH AH
59224,L AA NG K AH
59225,L AA P K AH
59226,L AA S K AH
59227,L AA S K AH
59228,L AA S AH
59229,L AA T AH
59230,L AA T K AH
59231,L AA T K AH Z
59232,L AA V AH
59233,L AA S AH
59234,L AA M AH
59235,L AA M AH Z
59236,L AA B AH N
59237,L AA B D AH L
59238,L AA K AH
59239,L AA K AH N
59240,L AA K AH T S
59241,L AA K M AH N
59242,L AA K AH P
59243,L AA JH AH Z
59244,L AA F L AH N D
59245,L AA F S T R AH M
59246,L AA F T AH N
59247,L AA G Z D AH N
59248,L AA G S T AH N
59249,L AA K AH N
59250,L AA M B AH
59251,L AA NG G AH N
59252,L AA TH R AH P
59253,L AA TH S AH N
59254,L AA T AH
59255,L AA T M AH N
59256,M AA S AH N
59257,M AA B AH L
59258,M AA D AH
59259,M AA D R AH
59260,M AA L M AH N
59261,M AA L M AH N
59262,M AA L AH M
59263,M AA NG K AH N
59264,M AA W AH
59265,M AA L AH
59266,M AA L V AH
59267,M AA M AH
59268,M AA M AH Z
59269,M AA M AH Z
59270,M AA M B AH
59271,M AA M B AH Z
59272,M AA M AH
59273,M AA N AH
59274,M AA N AH Z
59275,M AA N K AH
59276,M AA N SH AH
59277,M AA N Z AH
59278,M AA T AH
59279,M AA T AH Z
59280,M AA SH AH Z
59281,M AA T S AH N
59282,M AA T S AH N
59283,M AA T Z AH
59284,M AA Z AH
59285,M AA Z D AH
59286,M AA Z D AH Z
59287,M AA K AH L
59288,M AA D AH L
59289,M AA D AH L Z
59290,M AA D AH L D
59291,M AA D AH L Z
59292,M AA D AH L Z
59293,M AA D AH S T
59294,M AA D R AH K
59295,M AA F AH
59296,M AA F AH T
59297,M AA F AH T
59298,M AA L AH N D
59299,M AA L AH S K
59300,M AA L AH S K S
59301,M AA L AH K
59302,M AA M AH
59303,M AA M AH N Z
59304,M AA N D AH
59305,M AA N AH L
59306,M AA NG G AH N
59307,M AA NG G AH L
59308,M AA NG G AH L Z
59309,M AA N AH T
59310,M AA N M AH TH
59311,M AA N M AH TH S
59312,M AA N R AH L
59313,M AA N S AH N
59314,M AA N S AH N
59315,M AA N S T R AH S
59316,M AA N T AH N D
59317,M AA S K AH L
59318,M AA S K V AH
59319,M AA Z L AH M
59320,M AA Z L AH M Z
59321,M AA S M AH N
59322,M AA S T R AH M
59323,M AA TH AH N
59324,M AA T AH L
59325,M AA T AH L
59326,M AA T AH L D
59327,M AA T R AH M
59328,M AA T AH S
59329,M AA K S AH N
59330,M R AA CH K AH
59331,M W AA N Z AH
59332,N AA D Y AH
59333,N AA JH AH N
59334,N AA HH AH Z
59335,N AA S K AH
59336,N AA T AH
59337,N AA V AH
59338,N AA V AH S
59339,N AA B AH L
59340,N AA B L AH T
59341,N AA D AH D
59342,N AA G AH L
59343,N AA L AH N
59344,N AA L AH N
59345,N AA N P L AH S
59346,N AA N P L AH S T
59347,N AA N P L AH S
59348,N AA N P L AH S T
59349,N AA S T R AH N D
59350,N AA S T R AH L Z
59351,N AA S T R AH M Z
59352,N AA CH AH Z
59353,N AA V AH K
59354,N AA V AH L
59355,N AA V AH L Z
59356,N AA V AH L Z
59357,N AA V AH S
59358,N AA K SH AH S
59359,N AA K S AH N
59360,N AA Z AH L
59361,N AA Z AH L Z
59362,AA B L AH K
59363,AA K R AH
